attempt,"attempt (v./n.) 嘗試、企圖
【搭配詞】
make an attempt 嘗試
in an attempt to do something 為了試圖做某事
【例句】
They failed in their attempt to climb the mountain. (他們嘗試爬那座山失敗了。)"
attitude,"attitude (n.) 態度、看法
【搭配詞】
positive attitude 積極的態度
attitude toward life 對人生的態度
【例句】
A positive attitude can lead to success. (積極的態度可以導向成功。)"
attract,"attract (v.) 吸引
【詞性變化】
attractive (adj.) 有吸引力的
【搭配詞】
attract attention 吸引注意
attract tourists 吸引遊客
【例句】
The beautiful scenery attracts many visitors. (美麗的風景吸引了許多遊客。)"
available,"available (adj.) 可得到的、有空的
【詞性變化】
availability (n.) 可用性
【搭配詞】
available to the public 對大眾開放/可用
be available for an interview 有空面試
【例句】
Is this seat available? (這個座位有人坐嗎？)"
avoid,"avoid (v.) 避免、躲避
【詞性變化】
avoidable (adj.) 可避免的
【搭配詞】
avoid contact with 避免與...接觸
avoid making mistakes 避免犯錯
【例句】
You should avoid eating too much sugar. (你應該避免吃太多的糖。)"
background,"background (n.) 背景
【搭配詞】
family background 家庭背景
educational background 教育背景
【例句】
The artist has a background in graphic design. (這位藝術家有平面設計的背景。)"
balance,"balance (n./v.) 平衡
【詞性變化】
balanced (adj.) 平衡的
【搭配詞】
keep one's balance 保持平衡
balanced diet 均衡飲食
【例句】
It is hard to keep a balance between work and life. (要在工作與生活之間保持平衡很難。)"
behavior,"behavior (n.) 行為、舉止
【詞性變化】
behave (v.) 表現、舉止端正
【搭配詞】
good behavior 良好行為
childish behavior 幼稚的行為
【例句】
I was shocked by his aggressive behavior. (我被他具攻擊性的行為嚇到了。)"
believe,"believe (v.) 相信、認為
【詞性變化】
belief (n.) 相信、信仰
【搭配詞】
believe in God 相信上帝
believe in oneself 相信自己
【例句】
I believe that you can do a great job. (我相信你可以做得很好。)"
benefit,"benefit (n./v.) 利益、對...有益
【詞性變化】
beneficial (adj.) 有益的
【搭配詞】
health benefit 健康益處
benefit from 從...中獲益
【例句】
Fresh air is a benefit to your health. (新鮮空氣對你的健康有益。)"
blame,"blame (v./n.) 責備、歸咎於
【搭配詞】
blame someone for something 為某事責備某人
take the blame 承擔責任/怪罪
【例句】
Don't blame others for your own mistakes. (不要為你自己的錯誤責怪別人。)"
borrow,"borrow (v.) 借入
【搭配詞】
borrow something from someone 向某人借某物
【例句】
Can I borrow your pen for a moment? (我可以借用你的筆一下嗎？)"
brave,"brave (adj.) 勇敢的
【詞性變化】
bravery (n.) 勇敢
【搭配詞】
a brave soldier 一名勇敢的士兵
【例句】
It was brave of her to stand up to the bully. (她挺身對抗霸凌者，真的很勇敢。)"
budget,"budget (n./v.) 預算
【搭配詞】
on a tight budget 預算有限
annual budget 年度預算
【例句】
We need to plan our holiday on a budget. (我們需要規劃一次有預算限制的假期。)"
calculate,"calculate (v.) 計算、估計
【詞性變化】
calculation (n.) 計算
calculator (n.) 計算機
【搭配詞】
calculate the cost 計算成本
【例句】
She calculated that the trip would cost $500. (她估計這次旅行將花費 500 美元。)"
cancel,"cancel (v.) 取消
【詞性變化】
cancellation (n.) 取消
【搭配詞】
cancel a meeting 取消會議
cancel an order 取消訂單
【例句】
The flight was canceled due to heavy rain. (因為大雨，航班被取消了。)"
career,"career (n.) 職業、事業
【搭配詞】
career path 職業道路
choose a career 選擇職業
【例句】
He has had a very successful career in banking. (他在銀行業有非常成功的職業生涯。)"
celebrate,"celebrate (v.) 慶祝
【詞性變化】
celebration (n.) 慶祝活動
【搭配詞】
celebrate a birthday 慶祝生日
celebrate a victory 慶祝勝利
【例句】
How do you plan to celebrate your anniversary? (你打算如何慶祝你的週年紀念？)"
challenge,"challenge (n./v.) 挑戰
【詞性變化】
challenging (adj.) 具挑戰性的
【搭配詞】
face a challenge 面對挑戰
accept a challenge 接受挑戰
【例句】
Climbing Mount Everest is a huge challenge. (攀登聖母峰是一個巨大的挑戰。)"
character,"character (n.) 性格、角色、漢字
【搭配詞】
main character 主角
strong character 強勢的性格
【例句】
She is a woman of great character. (她是一位品格高尚的女性。)"
choose,"choose (v.) 選擇
【詞性變化】
choice (n.) 選擇
【搭配詞】
choose between A and B 在 A 與 B 之間選擇
【例句】
I didn't know which color to choose. (我不知道該選哪種顏色。)"
climate,"climate (n.) 氣候
【搭配詞】
climate change 氣候變遷
tropical climate 熱帶氣候
【例句】
The island has a warm and humid climate. (這座島嶼氣候溫暖潮濕。)"
collect,"collect (v.) 收集、領取
【詞性變化】
collection (n.) 收藏品、收集
【搭配詞】
collect stamps 集郵
collect data 收集數據
【例句】
I like to collect old postcards. (我喜歡收集舊明信片。)"
comfort,"comfort (n./v.) 舒適、安慰
【詞性變化】
comfortable (adj.) 舒適的
【搭配詞】
live in comfort 生活舒適
comfort someone 安慰某人
【例句】
The new sofa provides great comfort. (這款新沙發非常舒適。)"
common,"common (adj.) 常見的、共同的
【搭配詞】
common sense 常識
in common 共有
【例句】
It is common to see people using smartphones on the bus. (在公車上看到人們使用智慧型手機是很常見的。)"
communicate,"communicate (v.) 溝通、傳達
【詞性變化】
communication (n.) 溝通、通訊
【搭配詞】
communicate with someone 與某人溝通
【例句】
We should communicate more with our parents. (我們應該多與父母溝通。)"
community,"community (n.) 社區、團體
【搭配詞】
local community 當地社區
a sense of community 社區意識
【例句】
The project aims to help the local community. (這個項目旨在幫助當地社區。)"
compare,"compare (v.) 比較、比喻
【詞性變化】
comparison (n.) 比較
【搭配詞】
compare A with B 比較 A 與 B
compare A to B 將 A 比作 B
【例句】
If you compare the two cars, you will see the difference. (如果你比較這兩輛車，你就會看出差別。)"
complex,"complex (adj.) 複雜的
【詞性變化】
complexity (n.) 複雜性
【搭配詞】
a complex problem 複雜的問題
complex situation 複雜的情況
【例句】
The human brain is a very complex organ. (人類大腦是一個非常複雜的器官。)"
concern,"concern (n./v.) 擔心、與...有關
【詞性變化】
concerned (adj.) 擔心的、有關的
【搭配詞】
show concern for 關心
be concerned about 對...感到擔心
【例句】
Environment pollution is a major concern today. (環境污染是當今的一大憂慮。)"
condition,"condition (n.) 條件、狀況
【搭配詞】
in good condition 狀況良好
weather conditions 天氣狀況
【例句】
The car is old but still in good condition. (這輛車很舊了，但狀況仍然良好。)"
confidence,"confidence (n.) 信心、自信
【詞性變化】
confident (adj.) 自信的
【搭配詞】
have confidence in 對...有信心
self-confidence 自信心
【例句】
He has the confidence to win the competition. (他有贏得比賽的信心。)"
connect,"connect (v.) 連接、關聯
【詞性變化】
connection (n.) 連接、關係
【搭配詞】
connect to the Internet 連接網路
connect A with B 將 A 與 B 聯繫起來
【例句】
The bridge connects the two islands. (這座橋連接了這兩座島嶼。)"
consider,"consider (v.) 考慮、認為
【詞性變化】
consideration (n.) 考慮
considerable (adj.) 相當大的
【搭配詞】
consider doing something 考慮做某事
take something into consideration 考慮某事
【例句】
Please consider my offer before you decide. (請在決定前考慮我的提議。)"
consume,"consume (v.) 消耗、消費、吃喝
【詞性變化】
consumer (n.) 消費者
consumption (n.) 消耗量
【搭配詞】
consume time 消耗時間
consume energy 消耗能量
【例句】
Modern cars consume less fuel. (現代汽車消耗較少的燃料。)"
contact,"contact (n./v.) 接觸、聯繫
【搭配詞】
eye contact 目光接觸
keep in contact with 與...保持聯繫
【例句】
Please feel free to contact me if you have any questions. (如果您有任何問題，請隨時與我聯繫。)"
contain,"contain (v.) 包含、容納
【詞性變化】
container (n.) 容器
【搭配詞】
contain vitamins 含有維生素
【例句】
This bottle contains two liters of water. (這個瓶子裝有兩公升的水。)"
content,"content (n./adj.) 內容、滿足的
【詞性變化】
contentment (n.) 滿足
【搭配詞】
table of contents 目錄
be content with 對...感到滿意
【例句】
He is content with his simple life. (他對他簡單的生活感到滿意。)"
continue,"continue (v.) 繼續
【詞性變化】
continuous (adj.) 持續不斷的
【搭配詞】
continue to do something 繼續做某事
continue working 繼續工作
【例句】
The rain continued for three days. (雨持續下了三天。)"
control,"control (v./n.) 控制、管理
【搭配詞】
remote control 遙控器
under control 在控制之下
lose control 失去控制
【例句】
You need to learn to control your temper. (你需要學會控制你的脾氣。)"
convenience,"convenience (n.) 方便、便利
【詞性變化】
convenient (adj.) 方便的
【搭配詞】
convenience store 便利商店
at your convenience 在你方便的時候
【例句】
I like the convenience of living near the station. (我喜歡住在車站附近的便利性。)"
conversation,"conversation (n.) 對話、交談
【搭配詞】
have a conversation with 與...交談
start a conversation 開啟話題
【例句】
We had a long conversation about our future. (我們針對未來進行了一次長談。)"
cooperate,"cooperate (v.) 合作、協作
【詞性變化】
cooperation (n.) 合作
cooperative (adj.) 合作的
【搭配詞】
cooperate with each other 互相合作
【例句】
We must cooperate to finish the project on time. (我們必須合作以準時完成專案。)"
cope,"cope (v.) 對付、處理
【搭配詞】
cope with stress 應付壓力
cope with a problem 處理問題
【例句】
It is difficult to cope with so much work. (要應付這麼多工作很困難。)"
create,"create (v.) 創造、設計
【詞性變化】
creative (adj.) 有創意的
creativity (n.) 創造力
creation (n.) 創造物
【搭配詞】
create a website 建立網站
create an opportunity 創造機會
【例句】
The designer created a beautiful new dress. (設計師設計了一件漂亮的新禮服。)"
culture,"culture (n.) 文化
【詞性變化】
cultural (adj.) 文化的
【搭配詞】
pop culture 流行文化
cultural heritage 文化遺產
【例句】
Learning a language is also learning its culture. (學習一種語言也是在學習其文化。)"
curious,"curious (adj.) 好奇的
【詞性變化】
curiosity (n.) 好奇心
【搭配詞】
be curious about 對...感到好奇
【例句】
Children are always curious about the world. (小孩子總是對世界感到好奇。)"
customer,"customer (n.) 顧客、客戶
【搭配詞】
regular customer 常客
customer service 客服
【例句】
The store offers excellent service to its customers. (這家店為顧客提供優質的服務。)"
damage,"damage (v./n.) 損害、破壞
【搭配詞】
cause damage to 對...造成損害
severe damage 嚴重的損害
【例句】
The storm caused serious damage to the roof. (暴風雨對屋頂造成了嚴重的損害。)"
danger,"danger (n.) 危險
【詞性變化】
dangerous (adj.) 危險的
【搭配詞】
in danger 處於危險中
out of danger 脫離危險
【例句】
The red sign warns people of danger. (紅色標誌警告人們有危險。)"
decision,"decision (n.) 決定、抉擇
【詞性變化】
decide (v.) 決定
【搭配詞】
make a decision 做決定
a difficult decision 一個困難的決定
【例句】
It's time to make a final decision. (是時候做出最終決定了。)"
degree,"degree (n.) 度數、程度、學位
【搭配詞】
a master's degree 碩士學位
to some degree 在某種程度上
【例句】
The temperature dropped by ten degrees. (溫度下降了十度。)"
delay,"delay (v./n.) 延遲、耽擱
【搭配詞】
without delay 毫不遲延地
flight delay 航班延誤
【例句】
The train was delayed for half an hour. (火車耽擱了半個小時。)"
delicious,"delicious (adj.) 美味可口的
【例句】
My mother cooked a delicious meal for us. (我母親為我們煮了一頓美味的大餐。)"
deliver,"deliver (v.) 遞送、投遞
【詞性變化】
delivery (n.) 遞送
【搭配詞】
deliver a speech 發表演說
deliver a letter 寄信
【例句】
The mailman delivers letters every morning. (郵差每天早上遞送信件。)"
demand,"demand (v./n.) 要求、需求
【詞性變化】
demanding (adj.) 苛求的、費力的
【搭配詞】
in high demand 需求量很大
demand an explanation 要求解釋
【例句】
The workers demanded higher wages. (工人們要求更高的工資。)"
depend,"depend (v.) 依靠、取決於
【詞性變化】
dependent (adj.) 依靠的
dependence (n.) 依靠
【搭配詞】
depend on 取決於、依靠
【例句】
Whether we go or not depends on the weather. (我們去不去取決於天氣。)"
describe,"describe (v.) 描述、形容
【詞性變化】
description (n.) 描述
【搭配詞】
describe someone as 把某人形容為...
【例句】
Can you describe the man you saw? (你能描述一下你看到的那個男人嗎？)"
design,"design (v./n.) 設計
【詞性變化】
designer (n.) 設計師
【搭配詞】
fashion design 服裝設計
graphic design 平面設計
【例句】
Who designed this building? (是誰設計這棟建築的？)"
desire,"desire (v./n.) 渴望、慾望
【詞性變化】
desirable (adj.) 值得擁有的
【搭配詞】
a strong desire for 渴望...
【例句】
He has a strong desire to travel the world. (他有環遊世界的強烈渴望。)"
detail,"detail (n.) 細節
【搭配詞】
in detail 詳細地
go into detail 逐一說明細節
【例句】
Please explain the plan in detail. (請詳細說明這個計劃。)"
develop,"develop (v.) 發展、開發、沖洗(照片)
【詞性變化】
development (n.) 發展
developed (adj.) 已開發的
【搭配詞】
develop a habit 養成習慣
develop new products 開發新產品
【例句】
Exercise helps to develop your muscles. (運動有助於鍛鍊肌肉。)"
dictionary,"dictionary (n.) 字典
【搭配詞】
look up a word in a dictionary 在字典裡查單字
【例句】
You should use a dictionary to check the meaning. (你應該使用字典來檢查意思。)"
difference,"difference (n.) 差別、差異
【詞性變化】
different (adj.) 不同的
【搭配詞】
tell the difference 辨別差異
make a difference 產生影響/差別
【例句】
There is a big difference between the two systems. (這兩個系統之間有很大的差異。)"
difficult,"difficult (adj.) 困難的
【詞性變化】
difficulty (n.) 困難
【搭配詞】
have difficulty doing something 做某事有困難
【例句】
The exam was more difficult than I expected. (考試比我預期的還要難。)"
direction,"direction (n.) 方向、說明
【詞性變化】
direct (adj.) 直接的
director (n.) 導演、主管
【搭配詞】
in all directions 向四面八方
follow the directions 遵循指示
【例句】
We drove in the wrong direction. (我們開錯方向了。)"
discover,"discover (v.) 發現
【詞性變化】
discovery (n.) 發現
【搭配詞】
discover a new planet 發現一顆新行星
【例句】
Columbus discovered America in 1492. (哥倫布在 1492 年發現了美洲。)"
discuss,"discuss (v.) 討論
【詞性變化】
discussion (n.) 討論
【搭配詞】
discuss something with someone 與某人討論某事
【例句】
We discussed the problem for hours. (我們討論這個問題好幾個小時。)"
disease,"disease (n.) 疾病
【搭配詞】
heart disease 心臟病
prevent disease 預防疾病
【例句】
Smoking is linked to lung disease. (吸煙與肺部疾病有關。)"
distance,"distance (n.) 距離
【詞性變化】
distant (adj.) 遙遠的
【搭配詞】
in the distance 在遠處
long-distance call 長途電話
【例句】
What is the distance between Taipei and Tainan? (台北和台南之間的距離是多少？)"
divide,"divide (v.) 劃分、除法
【詞性變化】
division (n.) 部分、除法
【搭配詞】
divide A into B 把 A 分成 B
【例句】
The teacher divided the class into four groups. (老師將全班分成四組。)"
doubt,"doubt (v./n.) 懷疑
【詞性變化】
doubtful (adj.) 懷疑的
【搭配詞】
no doubt 毫無疑問
have doubts about 對...有懷疑
【例句】
I doubt whether he will come or not. (我懷疑他是否會來。)"
dream,"dream (n./v.) 夢、夢想
【搭配詞】
dream of/about 夢見、夢想
come true 夢想成真
【例句】
His dream is to become a doctor. (他的夢想是成為一名醫生。)"
education,"education (n.) 教育
【詞性變化】
educate (v.) 教育
educational (adj.) 教育的
【搭配詞】
higher education 高等教育
receive an education 接受教育
【例句】
Education is important for everyone. (教育對每個人都很重要。)"
effect,"effect (n.) 影響、效果
【詞性變化】
effective (adj.) 有效的
【搭配詞】
side effect 副作用
have an effect on 對...產生影響
【例句】
The medicine had a good effect on his cough. (這藥對他的咳嗽有很好的效果。)"
effort,"effort (n.) 努力
【搭配詞】
make an effort 努力
with effort 費力地
【例句】
You should put more effort into your studies. (你應該在學業上多花點努力。)"
emotion,"emotion (n.) 情緒、情感
【詞性變化】
emotional (adj.) 情緒化的
【搭配詞】
show emotion 表露情感
【例句】
He found it hard to control his emotions. (他覺得很難控制自己的情緒。)"
encourage,"encourage (v.) 鼓勵
【詞性變化】
encouragement (n.) 鼓勵
【搭配詞】
encourage someone to do something 鼓勵某人做某事
【例句】
My parents always encourage me to try new things. (我父母總是鼓勵我嘗試新事物。)"
energy,"energy (n.) 能源、精力
【詞性變化】
energetic (adj.) 精力充沛的
【搭配詞】
solar energy 太陽能
save energy 節約能源
【例句】
I don't have enough energy to go running today. (我今天沒有足夠的精力去跑步。)"
environment,"environment (n.) 環境
【詞性變化】
environmental (adj.) 環境的
【搭配詞】
protect the environment 保護環境
natural environment 自然環境
【例句】
We should take steps to protect the environment. (我們應該採取措施保護環境。)"
error,"error (n.) 錯誤
【搭配詞】
make an error 犯錯
computer error 電腦錯誤
【例句】
The accident was caused by human error. (這起事故是由人為錯誤引起的。)"
escape,"escape (v./n.) 逃脫、逃避
【搭配詞】
escape from prison 從監獄逃脫
narrow escape 九死一生
【例句】
The thief managed to escape from the police. (小偷設法從警察手中逃脫了。)"
evidence,"evidence (n.) 證據
【詞性變化】
evident (adj.) 明顯的
【搭配詞】
evidence of a crime 犯罪證據
scientific evidence 科學證據
【例句】
There is no evidence that he committed the crime. (沒有證據證明他犯了罪。)"
exact,"exact (adj.) 精確的
【詞性變化】
exactly (adv.) 確切地
【搭配詞】
exact time 確切時間
【例句】
What is the exact price of this watch? (這支手錶的確切價格是多少？)"
example,"example (n.) 例子、榜樣
【搭配詞】
for example 例如
set a good example 樹立好榜樣
【例句】
This is a good example of modern architecture. (這是現代建築的一個好例子。)"
exercise,"exercise (n./v.) 運動、練習
【搭配詞】
take exercise 運動
do morning exercises 做早操
【例句】
You should exercise regularly to stay healthy. (你應該定期運動以保持健康。)"
expect,"expect (v.) 期待、預期
【詞性變化】
expectation (n.) 期待
【搭配詞】
expect someone to do something 期待某人做某事
【例句】
I didn't expect to see you here! (我沒想到會在這裡見到你！)"
experience,"experience (n./v.) 經驗、體驗
【詞性變化】
experienced (adj.) 有經驗的
【搭配詞】
work experience 工作經驗
a unique experience 獨特的體驗
【例句】
Traveling is a great way to experience different cultures. (旅行是體驗不同文化的好方法。)"
explain,"explain (v.) 解釋、說明
【詞性變化】
explanation (n.) 解釋
【搭配詞】
explain something to someone 向某人解釋某事
【例句】
Could you explain how this machine works? (你能解釋一下這台機器是如何運作的嗎？)"
express,"express (v./adj.) 表達、快遞的
【詞性變化】
expression (n.) 表達、表情
【搭配詞】
express oneself 表達自己
express train 特快車
【例句】
I find it difficult to express my feelings. (我覺得很難表達我的感受。)"
extra,"extra (adj./adv.) 額外的、特別地
【搭配詞】
extra money 額外的錢
extra help 額外的幫助
【例句】
We need extra time to finish the project. (我們需要額外的時間來完成這個專案。)"
fact,"fact (n.) 事實
【搭配詞】
in fact 事實上
as a matter of fact 事實上
【例句】
It is a fact that the Earth moves around the Sun. (地球繞著太陽運轉是一個事實。)"
failure,"failure (n.) 失敗、失敗者
【詞性變化】
fail (v.) 失敗、不及格
【搭配詞】
fear of failure 害怕失敗
heart failure 心臟衰竭
【例句】
Success after many failures is sweet. (多次失敗後的成功是甜美的。)"
famous,"famous (adj.) 有名的
【搭配詞】
be famous for 因...而聞名
【例句】
Paris is famous for the Eiffel Tower. (巴黎以艾菲爾鐵塔聞名。)"
fashion,"fashion (n.) 時尚、流行
【詞性變化】
fashionable (adj.) 時髦的
【搭配詞】
in fashion 流行中
out of fashion 過時的
【例句】
Short hair is back in fashion. (短髮又流行回來了。)"
favor,"favor (n./v.) 幫助、偏愛
【詞性變化】
favorable (adj.) 有利的、贊同的
【搭配詞】
do someone a favor 幫某人一個忙
in favor of 支持、贊成
【例句】
Could you do me a favor? (你能幫我一個忙嗎？)"
feeling,"feeling (n.) 感覺、情感
【詞性變化】
feel (v.) 感覺
【搭配詞】
a feeling of relief 鬆了一口氣的感覺
hurt someone's feelings 傷害某人的感情
【例句】
I have a feeling that something is wrong. (我有一種不對勁的感覺。)"
festival,"festival (n.) 節日、慶典
【搭配詞】
music festival 音樂節
traditional festival 傳統節日
【例句】
Chinese New Year is the most important festival in Taiwan. (農曆新年是台灣最重要的節日。)"
field,"field (n.) 田野、領域
【搭配詞】
in the field of science 在科學領域
football field 足球場
【例句】
He is an expert in the field of medicine. (他是醫學領域的專家。)"
finally,"finally (adv.) 最後、終於
【詞性變化】
final (adj.) 最後的
【例句】
After hours of waiting, the train finally arrived. (等了幾個小時後，火車終於到了。)"
finance,"finance (n./v.) 財務、資助
【詞性變化】
financial (adj.) 財務的
【搭配詞】
personal finance 個人理財
financial problem 財務問題
【例句】
The government is trying to improve the country's finance. (政府正試圖改善國家的財政。)"
finish,"finish (v./n.) 完成、結束
【搭配詞】
finish doing something 做完某事
from start to finish 從頭到尾
【例句】
I will finish my homework before dinner. (我會在晚餐前完成我的功課。)"
fit,"fit (v./adj.) 合身、健康的
【搭配詞】
keep fit 保持健康
fit in with 與...相契合
【例句】
These shoes don't fit me. (這些鞋子不合我的腳。)"
focus,"focus (v./n.) 焦點、集中
【搭配詞】
focus on 集中於
main focus 主要焦點
【例句】
We need to focus on solving the problem. (我們需要集中精力解決問題。)"
foreign,"foreign (adj.) 外國的
【詞性變化】
foreigner (n.) 外國人
【搭配詞】
foreign language 外語
foreign policy 外交政策
【例句】
She enjoys traveling to foreign countries. (她喜歡去外國旅遊。)"
forget,"forget (v.) 忘記
【搭配詞】
forget to do something 忘記去做某事
forget doing something 忘記曾做過某事
【例句】
Don't forget to lock the door. (別忘了鎖門。)"
formal,"formal (adj.) 正式的
【詞性變化】
informal (adj.) 非正式的
【搭配詞】
formal clothes 正式服裝
formal meeting 正式會議
【例句】
This is a formal party, so please wear a suit. (這是一個正式派對，所以請穿西裝。)"
freedom,"freedom (n.) 自由
【詞性變化】
free (adj.) 自由的、免費的
【搭配詞】
freedom of speech 言論自由
religious freedom 宗教自由
【例句】
Everyone has the right to freedom. (每個人都有獲得自由的權利。)"
fresh,"fresh (adj.) 新鮮的
【搭配詞】
fresh fruit 新鮮水果
fresh air 新鮮空氣
【例句】
I love the smell of fresh coffee in the morning. (我喜歡早上新鮮咖啡的味道。)"
friend,"friend (n.) 朋友
【詞性變化】
friendly (adj.) 友好的
friendship (n.) 友誼
【搭配詞】
make friends with 與...交朋友
best friend 最好的朋友
【例句】
She has been my best friend since childhood. (她從小就是我最好的朋友。)"
future,"future (n./adj.) 未來
【搭配詞】
in the future 在未來
future plans 未來計劃
【例句】
No one can predict the future. (沒有人能預測未來。)"
gain,"gain (v./n.) 獲得、增加
【搭配詞】
gain experience 獲得經驗
gain weight 體重增加
【例句】
You have nothing to lose and everything to gain. (你沒什麼好損失的，卻有一切可以獲得。)"
gather,"gather (v.) 聚集、收集
【詞性變化】
gathering (n.) 聚會
【搭配詞】
gather information 收集資訊
gather around 聚集在...周圍
【例句】
A crowd gathered to watch the performance. (人群聚集起來觀看表演。)"
